TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
6015000,PlayerGameProjection,DraftKingsPosition,string,10,True,The player's eligible position in DraftKings' daily fantasy sports platform.,True,False
6015000,PlayerGameProjection,YahooPosition,string,10,True,The player's eligible position in Yahoo's daily fantasy sports platform.,True,False
6015000,PlayerGameProjection,OpponentRank,integer,32,True,The ranking of the player's opponent with regards to fantasy points allowed.,True,False
6015000,PlayerGameProjection,OpponentPositionRank,integer,32,True,The ranking of the player's opponent by position with regards to fantasy points allowed.,True,False
6015000,PlayerGameProjection,GlobalTeamID,integer,32,True,A globally unique ID for this player's team. This value is guaranteed to be unique across all sports/leagues.,False,False
6015000,PlayerGameProjection,GameID,integer,32,True,The unique ID of this game,True,False
6015000,PlayerGameProjection,OpponentID,integer,32,True,The unique ID of the team's opponent,True,False
6015000,PlayerGameProjection,Opponent,string,10,True,The name of the opponent ,True,False
6015000,PlayerGameProjection,Day,date,,True,The day of the game,True,False
6015000,PlayerGameProjection,DateTime,datetime,,True,The date and time of the game,True,False
6015000,PlayerGameProjection,HomeOrAway,string,4,True,Whether the team is home or away,True,False
6015000,PlayerGameProjection,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
6015000,PlayerGameProjection,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
6015000,PlayerGameProjection,GlobalOpponentID,integer,32,True,A globally unique ID for this team's opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
6015000,PlayerGameProjection,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time).,True,False
6015000,PlayerGameProjection,Games,integer,32,True,The number of games played.,True,False
6015000,PlayerGameProjection,FantasyPoints,decimal,32,True,Total fantasy points,True,True
6015000,PlayerGameProjection,Minutes,integer,32,True,Total number of minutes played,True,True
6015000,PlayerGameProjection,FieldGoalsMade,integer,32,True,Total number of field goals made,True,True
6015000,PlayerGameProjection,FieldGoalsAttempted,integer,32,True,Total number of field goals attempted,True,True
6015000,PlayerGameProjection,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
6015000,PlayerGameProjection,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
6015000,PlayerGameProjection,TwoPointersMade,integer,32,True,Total two pointers made,True,True
6015000,PlayerGameProjection,TwoPointersAttempted,integer,32,True,Total two pointers attempted,True,True
6015000,PlayerGameProjection,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
6015000,PlayerGameProjection,ThreePointersMade,integer,32,True,Total three pointers made,True,True
6015000,PlayerGameProjection,ThreePointersAttempted,integer,32,True,Total three pointers attempted,True,True
6015000,PlayerGameProjection,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
6015000,PlayerGameProjection,FreeThrowsMade,integer,32,True,Total free throws made,True,True
6015000,PlayerGameProjection,FreeThrowsAttempted,integer,32,True,Total free throws attempted,True,True
6015000,PlayerGameProjection,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
6015000,PlayerGameProjection,OffensiveRebounds,integer,32,True,Total offensive rebounds,True,True
6015000,PlayerGameProjection,DefensiveRebounds,integer,32,True,Total defensive rebounds,True,True
6015000,PlayerGameProjection,Rebounds,integer,32,True,Total rebounds,True,True
6015000,PlayerGameProjection,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
6015000,PlayerGameProjection,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
6015000,PlayerGameProjection,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
6015000,PlayerGameProjection,Assists,integer,32,True,Total assists,True,True
6015000,PlayerGameProjection,Steals,integer,32,True,Total steals,True,True
6015000,PlayerGameProjection,BlockedShots,integer,32,True,Total blocked shots,True,True
6015000,PlayerGameProjection,Turnovers,integer,32,True,Total turnovers,True,True
6015000,PlayerGameProjection,PersonalFouls,integer,32,True,Total personal fouls,True,True
6015000,PlayerGameProjection,Points,integer,32,True,Total points,True,True
6015000,PlayerGameProjection,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6015000,PlayerGameProjection,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6015000,PlayerGameProjection,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
6015000,PlayerGameProjection,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6015000,PlayerGameProjection,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6015000,PlayerGameProjection,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6015000,PlayerGameProjection,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6015000,PlayerGameProjection,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6015000,PlayerGameProjection,FantasyPointsFanDuel,decimal,32,True,Total Fan Duel daily fantasy points scored,True,True
6015000,PlayerGameProjection,FantasyPointsDraftKings,decimal,32,True,Total Draft Kings daily fantasy points scored,True,True
6015000,PlayerGameProjection,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
6019000,Tournament,TournamentID,integer,32,False,The unique ID of the tournament,True,False
6019000,Tournament,Season,integer,32,False,The college basketball season of the tournament,True,False
6019000,Tournament,Name,string,100,False,The name of the tournament,True,False
6019000,Tournament,Location,string,50,False,The location of the tournament,True,False
6019000,Tournament,Games,Game[],,True,The games of this tournament,True,False
6019000,Tournament,LeftTopBracketConference,string,20,True,The conference that is displayed on the top-left when rendering the tournament bracket.,True,False
6019000,Tournament,LeftBottomBracketConference,string,20,True,The conference that is displayed on the bottom-left when rendering the tournament bracket.,True,False
6019000,Tournament,RightTopBracketConference,string,20,True,The conference that is displayed on the top-right when rendering the tournament bracket.,True,False
6019000,Tournament,RightBottomBracketConference,string,20,True,The conference that is displayed on the bottom-right when rendering the tournament bracket.,True,False
6020000,BoxScore,Game,Game,,True,The game details of this box score,True,False
6020000,BoxScore,Periods,Period[],,True,The period details of this box score,True,False
6020000,BoxScore,PlayerGames,PlayerGame[],,True,The player game stats of this box score,True,False
6020000,BoxScore,TeamGames,TeamGame[],,True,The team game stats of this box score,True,False
6021000,GameInfo,GameId,integer,32,False,The unique ID of the game.,True,False
6021000,GameInfo,Season,integer,32,False,The calendar year of the season during which this game occurs.,True,False
6021000,GameInfo,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
6021000,GameInfo,Day,date,,True,The day that the game is scheduled to be played in UTC.,True,False
6021000,GameInfo,DateTime,datetime,,True,The date/time that the game is scheduled to be played in UTC.,True,False
6021000,GameInfo,Status,string,20,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; Suspended; Postponed; Canceled,True,False
6021000,GameInfo,AwayTeamId,integer,32,True,The TeamId of the away team.,True,False
6021000,GameInfo,HomeTeamId,integer,32,True,The TeamId of the home team.,True,False
6021000,GameInfo,AwayTeamName,string,50,True,The name of the away team.,True,False
6021000,GameInfo,HomeTeamName,string,50,True,The name of the home team.,True,False
6021000,GameInfo,GlobalGameId,integer,32,False,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
6021000,GameInfo,GlobalAwayTeamId,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
6021000,GameInfo,GlobalHomeTeamId,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
6021000,GameInfo,PregameOdds,GameOdd[],,True,List of Pregame GameOdds from different sportsbooks,True,False
6021000,GameInfo,LiveOdds,GameOdd[],,True,List of Live GameOdds from different sportsbooks,True,False
6021000,GameInfo,HomeTeamScore,integer,,True,Score of the home team (updated after game ends to allow for resolving bets),True,True
6021000,GameInfo,AwayTeamScore,integer,,True,Score of the away team (updated after game ends to allow for resolving bets),True,True
6021000,GameInfo,TotalScore,integer,,True,Total scored points in the game (updated after game ends to allow for resolving bets),True,True
6021000,GameInfo,HomeRotationNumber,integer,32,True,Rotation number of home team for this game,True,True
6021000,GameInfo,AwayRotationNumber,integer,32,True,Rotation number of away team for this game,True,True
6021000,GameInfo,AlternateMarketPregameOdds,GameOdd[],,True,List of Alternate Market Pregame GameOdds from different sportsbooks,True,False
6022000,GameOdd,GameOddId,integer,32,False,Unique ID of this odd,True,False
6022000,GameOdd,Sportsbook,string,25,False,Name of sportsbook,True,True
6022000,GameOdd,GameId,integer,32,False,The unique ID of the game,True,False
6022000,GameOdd,Created,datetime,,False,The timestamp of when these odds were first created; based on US Eatern Time (EST/EDT).,True,False
6022000,GameOdd,Updated,datetime,,False,The timestamp of when these odds were last updated; based on US Eatern Time (EST/EDT). If these are the latest odds for this game; and they have not been updated within the last few minutes; then it indicates that there were problems connecting to the sportsbook.,True,False
6022000,GameOdd,HomeMoneyLine,integer,32,True,The sportsbook's money line for the home team,True,True
6022000,GameOdd,AwayMoneyLine,integer,32,True,The sportsbook's money line for the away team,True,True
6022000,GameOdd,HomePointSpread,decimal,32,True,The sportsbook's point spread for the home team,True,True
6022000,GameOdd,AwayPointSpread,decimal,32,True,The sportsbook's point spread for the away team,True,True
6022000,GameOdd,HomePointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the home team,True,True
6022000,GameOdd,AwayPointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the away team,True,True
6022000,GameOdd,OverUnder,decimal,32,True,The sportsbook's total points scored over under for the game,True,True
6022000,GameOdd,OverPayout,integer,32,True,The sportsbook's payout for the over,True,True
6022000,GameOdd,UnderPayout,integer,32,True,The sportsbook's payout for the under,True,True
6022000,GameOdd,SportsbookId,integer,32,True,Unique ID of the sportsbook,True,False
6022000,GameOdd,OddType,string,50,True,The odd type of this specific odd,True,False
